,PID,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,NumbrFlrs,HouseAge,Remodeled,LogPrice,AllBathrooms,TotalLivArea,TotalOutdoorSF,HasPool
358,535457010,160000,1-STORY 1946 & NEWER ALL STYLES,RL,87,10000,2,0,3,Lvl,4,Corner,1,North Ames,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261,3,3,CBlock,3,3,1,1,1,1116,GasA,3,Y,SBrkr,3,1,3,5,8,0,0,Attchd,1962,1,2,440,3,3,2,0,0,No Misc,0,Feb,2010,Warranty Deed,Normal,1,48,0,11.982929094215963,1.5,1116,385,0
359,528462040,182000,1-STORY 1946 & NEWER ALL STYLES,FV,95,11639,2,0,4,Lvl,4,Corner,1,Somerset,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,None,0,4,3,PConc,4,3,1,1,1,1428,GasA,5,Y,SBrkr,3,1,4,6,8,0,0,Attchd,2007,3,2,480,3,3,2,0,0,No Misc,0,Dec,2008,New,Partial,1,3,1,12.111761966058932,2.0,1428,120,0
361,916460060,195000,1-STORY 1946 & NEWER ALL STYLES,RL,80,7915,2,0,3,Lvl,4,Inside,1,Timberland,Norm,Norm,1Fam,1Story,6,5,1999,2000,Hip,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,5,3,2,6,1,443,GasA,5,Y,SBrkr,3,1,4,6,8,0,0,Attchd,1999,2,2,435,3,3,2,0,0,No Misc,0,Dec,2008,Warranty Deed,Normal,1,11,1,12.180754837545884,3.0,2898,217,0
362,528431050,255000,1-STORY 1946 & NEWER ALL STYLES,RL,116,13501,2,0,3,Lvl,4,Corner,1,Somerset,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208,4,3,PConc,4,3,1,6,1,1560,GasA,5,Y,SBrkr,3,1,4,8,8,1,4,Attchd,2006,2,3,865,3,3,2,0,0,No Misc,0,Jun,2007,Warranty Deed,Normal,1,4,0,12.449018824140563,3.0,1699,60,0
363,527110020,168500,SPLIT OR MULTI-LEVEL,RL,63,8530,2,0,3,Lvl,4,Inside,1,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22,3,3,PConc,4,3,1,1,1,384,GasA,4,Y,SBrkr,3,1,3,7,8,1,3,BuiltIn,1995,3,2,400,3,3,2,0,0,Shed,700,May,2009,Warranty Deed,Normal,2,15,1,12.034691028774553,2.5,1474,192,0
365,527402250,149900,1-STORY 1946 & NEWER ALL STYLES,RL,73,12537,2,0,3,Lvl,4,CulDSac,1,North Ames,Norm,Norm,1Fam,1Story,5,6,1971,2008,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,1,6,1,344,GasA,5,Y,SBrkr,3,1,3,6,8,1,2,Attchd,1971,3,2,500,3,3,2,0,0,No Misc,0,Apr,2010,Warranty Deed,Normal,1,39,1,11.917723684090689,2.5,1812,0,0
366,535451040,119000,1-STORY 1946 & NEWER ALL STYLES,RL,60,7200,2,0,4,Lvl,4,Inside,1,North Ames,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,4,3,246,GasA,3,Y,SBrkr,3,1,3,6,8,0,0,Attchd,1950,1,1,276,3,3,2,0,0,No Misc,0,May,2007,Warranty Deed,Normal,1,60,0,11.686878772093667,1.0,1618,80,0
367,905452050,113000,1-STORY 1945 & OLDER,RL,50,9340,2,0,4,Lvl,4,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,3,1,328,GasA,3,Y,SBrkr,2,1,3,4,8,0,0,Attchd,1941,1,1,234,3,3,0,0,0,No Misc,0,Aug,2009,Warranty Deed,Normal,1,69,1,11.635143097694478,2.0,1016,113,0
368,903225090,159000,1-1/2 STORY FINISHED ALL AGES,RM,50,5000,2,0,4,Lvl,4,Corner,1,Brookside,Feedr,Norm,1Fam,1.5Fin,6,7,1947,1950,Gable,CompShg,CemntBd,CmentBd,None,0,3,4,CBlock,3,3,1,5,1,605,GasA,5,Y,SBrkr,3,1,3,7,8,2,4,Detchd,1950,1,2,420,3,3,2,0,0,No Misc,0,Oct,2006,Warranty Deed,Normal,1,63,1,11.976659481202368,2.0,2063,60,0
369,531363010,159000,1-STORY 1946 & NEWER ALL STYLES,RL,80,9605,2,0,4,Lvl,4,Corner,1,Sawyer West,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,1,1,1218,GasA,5,Y,SBrkr,3,1,4,6,8,0,0,Detchd,2007,2,2,576,3,3,2,0,0,No Misc,0,Apr,2009,Warranty Deed,Normal,1,3,0,11.976659481202368,1.5,1218,178,0
370,923205025,168000,2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,72,32463,2,0,4,Low,4,Inside,2,Mitchell,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,149,3,4,CBlock,3,3,3,4,1,90,GasA,5,Y,SBrkr,3,1,3,7,8,1,3,2Types,1975,3,4,1356,3,3,2,0,0,No Misc,0,Mar,2007,Warranty Deed,Normal,2,49,1,12.031719258385396,2.0,2781,439,0
371,532377060,122000,1-STORY 1946 & NEWER ALL STYLES,RL,72,9819,2,0,3,Lvl,4,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31,3,4,CBlock,3,3,1,4,1,432,GasA,3,Y,SBrkr,3,1,3,5,8,0,0,Detchd,1970,1,1,280,3,3,2,0,3,No Misc,0,Feb,2010,Warranty Deed,Normal,1,43,0,11.711776323715394,1.0,1350,0,0
372,902109160,122250,1-1/2 STORY FINISHED ALL AGES,RM,81,7308,2,0,4,Lvl,4,Corner,1,Old Town,Artery,Norm,1Fam,1.5Fin,5,5,1920,1950,Gable,CompShg,WdShing,Wd Shng,None,0,2,2,BrkTil,3,3,1,3,1,576,GasA,4,N,FuseA,2,1,5,6,8,1,4,Detchd,1920,1,1,225,2,2,0,0,0,No Misc,0,Jun,2008,Warranty Deed,Normal,1,90,1,11.713823407337118,1.0,2100,236,0
373,902128075,120000,1-STORY 1945 & OLDER,RM,60,5400,2,0,4,Lvl,4,Inside,1,Old Town,Norm,Norm,1Fam,1Story,7,6,1920,2006,Gable,CompShg,Stucco,Stucco,None,0,4,3,CBlock,3,3,1,1,1,931,GasA,3,Y,SBrkr,2,1,4,5,8,1,3,No Garage,1920,0,0,0,0,0,0,0,0,No Misc,0,Feb,2008,Warranty Deed,Normal,1,90,1,11.695247021764184,1.5,1027,28,0
374,528178070,421250,2-STORY 1946 & NEWER,RL,130,16900,2,0,4,Lvl,4,Inside,1,Northridge Heights,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,1110,4,3,PConc,5,3,2,6,1,404,GasA,5,Y,SBrkr,4,1,4,10,8,1,3,Attchd,2001,3,3,746,3,3,2,0,0,No Misc,0,Jan,2008,Warranty Deed,Normal,2,9,1,12.950981760648709,3.5,3724,60,0
375,903225160,106900,2-STORY 1945 & OLDER,RM,59,5870,2,0,4,Lvl,4,Corner,1,Brookside,Feedr,Feedr,1Fam,2Story,6,9,1900,2000,Gable,CompShg,HdBoard,HdBoard,None,0,3,4,BrkTil,3,3,1,1,1,554,GasA,5,Y,SBrkr,3,1,3,6,8,0,0,Detchd,1926,1,1,200,2,3,2,0,3,Shed,400,Apr,2008,Warranty Deed,Normal,2,110,1,11.579649097013137,1.5,1290,150,0
376,906380170,194000,1-STORY 1946 & NEWER ALL STYLES,RL,64,7406,2,0,4,Lvl,4,Inside,1,College Creek,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,84,4,3,PConc,4,3,3,6,1,515,GasA,5,Y,SBrkr,2,1,4,6,8,0,0,Attchd,2006,2,2,632,3,3,2,0,0,No Misc,0,Jul,2006,New,Partial,1,4,0,12.175613438045465,3.0,1904,159,0
377,528174020,204000,1-STORY PUD 1946 & NEWER,RL,34,3901,2,0,4,Lvl,4,Inside,1,Northridge Heights,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182,4,3,PConc,4,3,3,5,1,436,GasA,5,Y,SBrkr,1,1,4,5,8,1,4,Attchd,2005,2,2,631,3,3,2,0,0,No Misc,0,Aug,2007,New,Partial,1,5,1,12.225875272826354,2.5,2168,160,0
378,910201110,100000,1-1/2 STORY FINISHED ALL AGES,RM,50,6060,2,0,4,Lvl,4,Inside,1,"Iowa DOT,Rail Road",Norm,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0,3,3,PConc,3,3,1,1,1,732,GasA,4,Y,SBrkr,3,1,3,4,8,0,0,Detchd,1979,1,1,264,3,3,1,0,3,No Misc,0,Jun,2007,Warranty Deed,Normal,1,71,1,11.512925464970229,1.0,1123,140,0
379,535325400,105000,1-STORY 1945 & OLDER,RL,65,7898,2,0,4,Lvl,4,Corner,1,North Ames,Norm,Norm,1Fam,1Story,4,7,1920,1994,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,BrkTil,3,3,1,1,1,576,GasA,4,Y,SBrkr,2,1,3,4,8,0,0,Detchd,1989,1,2,676,3,3,0,0,0,No Misc,0,Apr,2010,Warranty Deed,Normal,1,90,1,11.56171562913966,1.5,985,0,0
380,535150070,104900,1-1/2 STORY FINISHED ALL AGES,RL,73,12513,2,0,3,Lvl,4,FR2,1,North Ames,Feedr,Norm,1Fam,1.5Fin,4,4,1920,2007,Gable,CompShg,VinylSd,VinylSd,None,0,3,4,BrkTil,3,2,1,1,1,715,GasA,4,Y,SBrkr,4,1,3,7,8,1,4,Attchd,1920,1,1,368,3,3,2,0,0,No Misc,0,Jun,2009,Warranty Deed,Normal,1,90,1,11.560762794384388,2.0,1738,55,0
381,533254100,187000,SPLIT OR MULTI-LEVEL,RL,80,9600,2,0,4,Lvl,4,FR2,1,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360,4,4,CBlock,3,3,1,1,1,528,GasA,5,Y,SBrkr,3,1,3,7,8,1,3,Attchd,1976,2,2,512,3,3,2,0,0,No Misc,0,Aug,2007,Warranty Deed,Normal,2,34,1,12.138863895836725,2.5,1855,213,0
382,533254130,181500,1-STORY 1946 & NEWER ALL STYLES,RL,80,9600,2,0,4,Lvl,4,FR2,1,Veenker,Feedr,Norm,1Fam,1Story,6,8,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,4,3,4,5,1,284,GasA,5,Y,SBrkr,3,1,3,6,8,1,3,Attchd,1976,2,2,460,3,3,2,0,0,No Misc,0,May,2007,Warranty Deed,Normal,1,34,0,12.109010932687042,2.5,2240,298,0
383,907194110,187100,1-STORY 1946 & NEWER ALL STYLES,RL,67,16285,2,0,2,Lvl,4,Inside,1,College Creek,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,1,1,1413,GasA,5,Y,SBrkr,3,1,4,6,8,0,0,Attchd,2001,2,2,605,3,3,2,0,0,No Misc,0,Jun,2009,Warranty Deed,Normal,1,9,1,12.139398512262181,2.0,1430,33,0
384,531375100,158000,1-STORY 1946 & NEWER ALL STYLES,RL,63,13072,2,0,4,Lvl,4,Inside,1,Sawyer West,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,5,1,217,GasA,5,Y,SBrkr,3,1,4,5,8,0,0,Detchd,2006,1,2,576,3,3,2,0,0,No Misc,0,May,2006,New,Partial,1,6,0,11.970350312009105,2.5,2099,50,0
385,532477030,192000,1-STORY 1946 & NEWER ALL STYLES,RL,95,19508,2,0,4,Lvl,4,Inside,1,Veenker,Norm,Norm,1Fam,1Story,6,5,1974,1974,Gable,CompShg,HdBoard,ImStucc,BrkFace,144,3,3,CBlock,3,3,3,5,1,630,GasA,3,Y,SBrkr,3,1,3,6,8,2,3,Attchd,1974,1,2,484,3,3,2,0,0,No Misc,0,Jul,2008,Warranty Deed,Normal,1,36,0,12.165250651009918,2.5,2230,390,0
386,534102025,230000,1-STORY 1946 & NEWER ALL STYLES,FV,80,8000,2,0,4,Lvl,4,Inside,1,Somerset,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,6,1,659,GasA,5,Y,SBrkr,3,1,4,6,8,1,4,Attchd,2002,2,2,596,3,3,2,0,0,No Misc,0,Apr,2010,Warranty Deed,Normal,1,8,0,12.345834587905333,3.0,2325,414,0
387,905452160,128000,1-STORY 1946 & NEWER ALL STYLES,RL,75,9525,2,0,4,Lvl,4,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,7,1954,1998,Gable,CompShg,WdShing,Wd Shng,None,0,3,3,CBlock,3,3,3,4,1,218,GasA,3,Y,SBrkr,3,1,3,5,8,0,0,Attchd,1954,3,1,366,3,3,2,0,0,No Misc,0,Jun,2010,Warranty Deed,Normal,1,56,1,11.759785542901755,2.0,2126,240,0
388,533208050,197000,1-STORY PUD 1946 & NEWER,FV,37,3316,2,2,3,Lvl,4,Inside,1,Somerset,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,4,3,PConc,4,3,1,6,1,208,GasA,5,Y,SBrkr,1,1,4,4,8,1,4,Attchd,2005,3,2,550,3,3,2,0,0,No Misc,0,Apr,2006,Warranty Deed,Normal,1,5,0,12.190959007720126,2.5,2286,84,0
389,905427030,415000,2-1/2 STORY ALL AGES,RL,60,19800,2,0,4,Lvl,4,Inside,1,Edwards,Norm,Norm,1Fam,2.5Unf,6,8,1935,1990,Gable,CompShg,BrkFace,Wd Sdng,None,0,3,3,BrkTil,3,3,1,3,1,1411,GasA,4,Y,SBrkr,5,1,4,7,8,2,4,Detchd,1993,1,2,836,3,3,2,0,0,No Misc,0,Dec,2006,Warranty Deed,Normal,2,75,1,12.936033799212835,3.5,4097,796,0
390,535301010,135960,DUPLEX ALL STYLES AND AGES,RL,73,7032,2,0,3,Lvl,4,Corner,1,North Ames,Norm,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,4,3,4,6,1,0,GasA,3,Y,SBrkr,2,1,3,4,8,2,3,Detchd,1979,1,2,600,3,3,2,0,0,No Misc,0,Dec,2006,Warranty Deed,Normal,2,31,0,11.820116003810051,2.0,1886,42,0
391,909280030,250000,1-1/2 STORY FINISHED ALL AGES,RL,86,11500,2,0,3,Lvl,4,Inside,1,Crawford,Norm,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,CompShg,BrkFace,BrkFace,None,0,4,3,CBlock,4,3,1,3,1,794,GasA,4,Y,SBrkr,3,1,4,6,8,1,4,Attchd,1936,3,1,180,2,3,2,0,0,No Misc,0,Jun,2006,Warranty Deed,Normal,1,74,1,12.429216196844383,1.5,2280,322,0
392,528116010,296000,1-STORY 1946 & NEWER ALL STYLES,RL,129,16870,2,0,3,Lvl,4,FR3,1,Northridge Heights,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,238,4,3,PConc,5,3,4,6,1,251,GasA,5,Y,SBrkr,3,1,4,7,8,2,4,Attchd,2004,3,3,932,3,3,2,0,0,No Misc,0,Apr,2009,Warranty Deed,Normal,1,6,1,12.598114733306197,3.0,3313,181,0
393,528228270,172500,1-STORY PUD 1946 & NEWER,RL,53,3922,2,0,4,Lvl,4,Inside,1,Bloomington Heights,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,BrkFace,72,4,3,PConc,5,3,3,1,1,1258,GasA,5,Y,SBrkr,2,1,4,6,8,1,4,Attchd,2007,3,3,648,3,3,2,0,0,No Misc,0,Jun,2007,New,Partial,1,4,1,12.058152515453552,2.0,1258,160,0
394,907252210,236500,1-STORY 1946 & NEWER ALL STYLES,RL,70,11838,2,0,4,Lvl,4,Inside,1,College Creek,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,3,1,1,1753,GasA,5,Y,SBrkr,3,1,5,7,8,1,3,Attchd,2001,2,2,522,3,3,2,0,0,No Misc,0,Jun,2009,Warranty Deed,Normal,1,9,0,12.373703486914124,2.0,1788,353,0
395,909475020,223000,1-STORY 1946 & NEWER ALL STYLES,RL,70,16381,2,0,3,Lvl,4,Inside,1,Crawford,Norm,Norm,1Fam,1Story,6,5,1969,1969,Gable,CompShg,Plywood,Plywood,BrkFace,312,4,4,CBlock,3,3,3,3,1,734,GasA,4,Y,SBrkr,3,1,4,7,8,1,3,Attchd,1969,2,2,540,3,3,2,0,0,No Misc,0,Dec,2006,Warranty Deed,Normal,1,41,0,12.314927050442256,3.0,2954,289,0
396,907253110,230500,2-STORY 1946 & NEWER,RL,70,10400,2,0,4,Lvl,4,Inside,1,College Creek,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,227,4,3,PConc,4,3,1,1,1,1257,GasA,5,Y,SBrkr,3,1,4,8,8,1,3,Attchd,2001,2,2,570,3,3,2,0,0,No Misc,0,Jun,2008,Warranty Deed,Normal,2,9,0,12.348006141418841,2.5,2161,84,0
397,535325280,130000,SPLIT OR MULTI-LEVEL,RL,60,7134,2,0,4,Bnk,4,Inside,2,North Ames,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,5,1,0,GasA,3,Y,SBrkr,3,1,3,6,7,1,3,Detchd,1962,1,2,572,3,3,2,0,3,No Misc,0,Feb,2007,Warranty Deed,Normal,2,55,0,11.77528972943772,1.0,1744,50,0
398,532378240,125500,1-STORY 1946 & NEWER ALL STYLES,RL,72,6173,2,0,3,Lvl,4,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75,3,3,CBlock,3,3,1,6,1,277,GasA,3,Y,SBrkr,3,1,3,6,8,0,0,Attchd,1967,1,1,288,3,3,2,0,3,No Misc,0,Aug,2007,Warranty Deed,Normal,1,43,0,11.740061037553975,1.0,1501,0,0
399,908102260,147500,1-STORY 1946 & NEWER ALL STYLES,RL,75,9937,2,0,4,Lvl,4,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0,4,3,CBlock,3,3,1,4,2,136,GasA,4,Y,SBrkr,3,1,3,6,8,0,0,Attchd,1965,3,1,276,3,3,2,0,0,No Misc,0,Jun,2008,Warranty Deed,Normal,1,45,0,11.901583454762012,2.5,2376,804,0
400,908226180,79000,1-STORY 1945 & OLDER,RH,70,4270,2,0,4,Bnk,4,Inside,2,Edwards,Norm,Norm,1Fam,1Story,3,6,1931,2006,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,BrkTil,3,3,1,3,1,0,GasA,5,Y,SBrkr,3,1,4,6,8,0,0,No Garage,1931,0,0,0,0,0,2,0,0,No Misc,0,May,2007,Warranty Deed,Normal,1,79,1,11.27720313144916,1.0,1318,286,0
402,527451540,97000,2-STORY PUD 1946 & NEWER,RM,21,1680,2,0,4,Lvl,4,Inside,1,Briardale,Norm,Norm,Twnhs,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,425,3,3,CBlock,3,3,1,3,2,79,GasA,3,Y,SBrkr,2,1,3,5,8,0,0,Detchd,1972,1,1,288,3,3,2,0,0,No Misc,0,Jul,2009,Warranty Deed,Normal,2,38,0,11.48246625748552,2.5,1391,0,0
404,903455090,125500,1-1/2 STORY FINISHED ALL AGES,RM,60,7200,2,0,4,Lvl,4,Corner,1,"Iowa DOT,Rail Road",Norm,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,1,1,1,803,GasA,5,Y,SBrkr,2,1,4,6,8,0,0,Detchd,1951,1,1,297,3,3,2,0,3,No Misc,0,Jul,2006,Warranty Deed,Normal,1,72,1,11.740061037553975,1.5,1360,255,0
405,535300120,176000,SPLIT OR MULTI-LEVEL,RL,120,19296,2,0,4,Lvl,4,Corner,1,North Ames,Artery,Norm,1Fam,SLvl,6,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399,3,3,CBlock,3,3,4,3,5,0,GasA,3,Y,SBrkr,3,1,3,6,8,1,3,Attchd,1991,1,2,884,3,3,2,0,2,No Misc,0,May,2009,Warranty Deed,Normal,2,48,0,12.078239274020289,2.0,2744,252,0
406,910203250,82000,1-STORY 1945 & OLDER,RM,58,8154,2,0,4,Lvl,4,Inside,1,"Iowa DOT,Rail Road",Norm,Norm,1Fam,1Story,2,5,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,1,4,1,0,GasA,3,Y,SBrkr,1,1,3,4,8,0,0,Detchd,1951,1,1,200,2,2,0,0,0,No Misc,0,Apr,2010,Contract,Normal,1,69,1,11.314474526246391,1.0,1020,0,0
407,903228070,93000,1-1/2 STORY FINISHED ALL AGES,RM,60,6000,2,0,4,Lvl,4,Corner,1,Brookside,Norm,Norm,1Fam,1.5Fin,5,5,1924,1950,Gable,CompShg,Stucco,Stucco,BrkFace,444,3,3,BrkTil,3,3,1,3,1,248,GasA,4,Y,SBrkr,3,1,3,6,8,0,0,Attchd,1924,3,1,320,3,3,2,0,0,No Misc,0,Jun,2009,Warranty Deed,Normal,1,86,1,11.440354772135393,1.0,1362,98,0
408,527214060,535000,2-STORY 1946 & NEWER,RL,82,16052,2,0,3,Lvl,4,CulDSac,1,Stone Brook,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,734,5,3,PConc,5,3,1,6,1,644,GasA,5,Y,SBrkr,4,1,5,11,8,1,4,Attchd,2006,2,3,736,3,3,2,0,0,No Misc,0,Jul,2006,New,Partial,2,4,0,13.190022025878143,3.5,3904,250,0
409,528427010,235128,1-STORY 1946 & NEWER ALL STYLES,RL,92,11932,2,0,4,Lvl,4,FR2,1,Somerset,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186,4,3,PConc,4,3,1,1,1,1580,GasA,5,Y,SBrkr,3,1,4,7,8,0,0,Attchd,2008,2,3,830,3,3,2,0,0,No Misc,0,Jun,2008,Contract,Partial,1,3,1,12.367885325692589,2.0,1580,24,0
410,535451250,138000,1-1/2 STORY FINISHED ALL AGES,RL,60,7200,2,0,4,Lvl,4,Inside,1,North Ames,Norm,Norm,1Fam,1.5Fin,5,4,1950,1982,Gable,CompShg,VinylSd,Wd Sdng,None,0,3,3,CBlock,3,3,1,3,4,676,GasA,4,Y,FuseA,3,1,3,7,7,0,0,Attchd,1950,1,1,240,3,3,2,0,4,No Misc,0,May,2009,Warranty Deed,Normal,1,60,1,11.835008964139341,2.5,2436,168,0
411,908152270,176000,1-STORY 1946 & NEWER ALL STYLES,RL,60,7024,2,0,4,Lvl,4,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,6,1,108,GasA,5,Y,SBrkr,2,1,4,5,8,0,0,Attchd,2005,3,2,451,3,3,2,0,0,No Misc,0,Jun,2008,Warranty Deed,Normal,1,5,0,12.078239274020289,2.5,2156,316,0
412,909452050,208000,SPLIT OR MULTI-LEVEL,RL,70,13607,2,0,3,Lvl,4,Inside,1,Crawford,Norm,Norm,1Fam,SLvl,6,6,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,242,3,4,CBlock,3,3,1,5,1,118,GasA,4,Y,SBrkr,3,1,3,6,8,1,3,BuiltIn,1986,3,2,501,3,3,2,0,0,Shed,1500,Apr,2009,Warranty Deed,Normal,2,24,0,12.245293358683455,3.5,2436,512,0
413,532354160,141000,1-STORY 1946 & NEWER ALL STYLES,RL,72,8499,2,0,3,Lvl,4,Corner,1,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,6,1,204,GasA,5,Y,SBrkr,3,1,3,5,8,0,0,Detchd,1982,1,2,732,3,3,2,0,0,No Misc,0,Jun,2009,Warranty Deed,Normal,1,49,0,11.856515169360305,2.0,1524,312,0
414,531453100,162000,2-STORY 1946 & NEWER,RL,70,10274,2,0,3,Lvl,4,CulDSac,1,Sawyer West,Norm,Norm,1Fam,2Story,6,7,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,141,3,4,CBlock,4,3,1,3,1,345,GasA,3,Y,SBrkr,3,1,3,6,8,0,0,Attchd,1986,2,2,465,3,3,2,0,0,No Misc,0,Jul,2009,Warranty Deed,Normal,2,24,0,11.99535161421452,2.5,1731,48,0
415,527328050,151500,1-STORY 1946 & NEWER ALL STYLES,RL,79,11850,2,0,4,Lvl,4,FR2,1,Northwest Ames,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,BrkFace,98,3,3,CBlock,4,3,1,5,1,372,GasA,3,Y,SBrkr,3,1,4,6,8,0,0,Attchd,1984,3,2,495,3,3,2,0,3,No Misc,0,Aug,2007,Warranty Deed,Normal,1,26,0,11.928340903931561,2.0,1958,307,0
416,907418010,218836,1-STORY 1946 & NEWER ALL STYLES,RL,85,11058,2,0,4,Lvl,4,Corner,1,College Creek,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,212,4,3,PConc,4,3,1,6,1,1508,GasA,5,Y,SBrkr,3,1,4,6,8,0,0,Attchd,2007,2,3,814,3,3,2,0,0,No Misc,0,Feb,2008,Warranty Deed,Normal,1,3,0,12.2960778698166,2.0,1620,24,0
417,528344020,322500,2-STORY 1946 & NEWER,RL,74,11002,2,0,3,Lvl,4,Inside,1,Northridge,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,6,1,341,GasA,5,Y,SBrkr,4,1,4,9,8,1,3,Attchd,1998,3,3,758,3,3,2,0,0,No Misc,0,Jan,2007,Warranty Deed,Normal,2,12,1,12.683858415217964,3.5,3630,346,0
